,ApoA1_pl_clearance_rate_k,ApoB_pl_clearance_rate_k,Chol_ic_P_elimination_rate_k,Chol_ic_P_production_rate_k,Chol_ic_P_to_HDL_pl_rate_k,HDL_to_LDL_exchange_rate_k,HDL_to_VLDL_exchange_rate_k,LDLR_P_internalization_rate_k,LDLR_P_recycling_rate_k,LDLR_en_P_degradation_rate_k,LDLR_ic_P_production_rate_k,LDLR_ic_to_cs_P_trafficking_rate_k,LDL_LDLR_P_internalization_rate_k,LDL_LDLR_en_Kd*LDL_LDLR_en_association_rate_k,LDL_LDLR_en_association_rate_k,LDL_LDLR_pl_Kd*LDL_LDLR_pl_association_rate_k,LDL_LDLR_pl_association_rate_k,LDL_en_to_Chol_ic_P_rate_k,LDL_pl_LDLRind_P_uptake_rate_k,MAb_F*MAb_Ka,MAb_Ka*(-MAb_F + 1),MAb_PC9_2_Kd*MAb_PC9_2_association_rate_k,MAb_PC9_2_association_rate_k,MAb_PC9_2_kel,MAb_PCSK9_Kd*MAb_PCSK9_association_rate_k,MAb_PCSK9_association_rate_k,MAb_PCSK9_kel,MAb_dose,MAb_kel,PC9_LDLR_P_internalization_rate_k,PC9_LDLR_en_P_degradation_rate_k,PCSK9_LDLR_en_Kd*PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_pl_Kd*PCSK9_LDLR_pl_association_rate_k,PCSK9_LDLR_pl_association_rate_k,PCSK9_en_P_degradation_rate_k,PCSK9_pl_P_uptake_rate_k,PCSK9_pl_clearance_rate_k,SREBP_ic_P_degradation_rate_k,SREBP_ic_P_production_rate_k,SREBP_ic_to_nu_P_activation_rate_k,SREBP_nu_P_degradation_rate_k,StatinM_kel,Statin_F*Statin_Ka,Statin_Ka*(-Statin_F + 1),Statin_dose,Statin_kel,Statin_kmet,Statin_pc_to_pl_rate_k,Statin_pl_to_pc_rate_k,VLDL_pl_P_LDLRuptake_rate_k,VLDL_pl_P_uptake_rate_k,VLDL_to_LDL_conversion_rate_k
VP0,0.0,0.0,0.0,150000.0,0.00093,0.045402935639110395,0.011366997357671941,-10.273523004713542,8.3,0.03662094758216248,0.6976390830337138,0.21126024723758272,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-58.9192487802501,0.2,4.633815471387008,0.5227387916553595,126.0,0.17999951688298207,-25.820530952288138,0.0,0.07761250441735758,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.00907530749656229
VP1,0.0,0.0,0.0,150000.0,0.00093,0.027540853848148635,0.029229079148633708,-10.035024206594471,8.3,0.031767244679994096,0.6496495751039433,0.19672798326812946,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-79.58239464018108,0.2,4.269597709107434,0.5396468906438043,126.0,0.12455356250054045,-33.88899743092785,0.0,0.1048314274778289,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.023336231439886265
VP10,0.0,0.0,0.0,150000.0,0.00093,0.03518165686180135,0.021588276134980985,-10.224404415415966,8.3,0.043054183612874865,0.761245743295518,0.2305217236939072,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-61.59653042610097,0.2,2.3895061466813683,0.34738715248034546,126.0,0.17281549771131022,-26.865945690191808,0.0,0.08113920473799648,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.017235883679819552
VP11,0.0,0.0,0.0,150000.0,0.00093,0.034863195017933356,0.02190673797884898,-10.164203294451069,8.3,0.019984445714279327,0.5331507419867688,0.16144960955632465,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-71.4506795698805,0.2,6.034646539546484,0.664038783835444,126.0,0.14637360412901324,-30.713756308239056,0.0,0.09411977067839682,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.017490140724849442
VP12,0.0,0.0,0.0,150000.0,0.00093,0.04211073795570835,0.014659195041073991,-10.219812154099062,8.3,0.03662003895891909,0.6976300992983632,0.21125752676764714,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-63.34076173507723,0.2,3.6749269479478346,0.45516969312339134,126.0,0.16813515667101103,-27.54702648703016,0.0,0.08343682670323427,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.0117037682392032
VP13,0.0,0.0,0.0,150000.0,0.00093,0.040124586172915734,0.016645346823866605,-9.793924229376781,8.3,0.043411795776815656,0.764781524558428,0.23159243495700352,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-96.95646494778372,0.2,3.033517972496853,0.4787263813699078,126.0,0.07793326972214515,-40.673158217706025,0.0,0.1277177530235866,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.013289493791564907
VP14,0.0,0.0,0.0,150000.0,0.00093,0.036062451078076346,0.020707481918705996,-10.075374938009125,8.3,0.02701582152364142,0.6026713269838091,0.18250195070485858,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-77.26974555456967,0.2,3.8429950562431032,0.4999880661546119,126.0,0.1307591536807323,-32.98596302607007,0.0,0.10178504635300746,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.016532665573721014
VP15,0.0,0.0,0.0,150000.0,0.00093,0.04142977905377903,0.015340153943003311,-10.012501899030193,8.3,0.03680929883431295,0.6995013486257464,0.21182418165433595,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-80.3657482133734,0.2,3.866341135211799,0.5088177236175441,126.0,0.1224515695717305,-34.1948783499839,0.0,0.10586331491560834,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.012247439644506994
VP16,0.0,0.0,0.0,150000.0,0.00093,0.04466238382010627,0.012107549176676074,-10.145973631298109,8.3,0.025829783893531404,0.5909447414464573,0.1789508862359634,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-71.71010794630634,0.2,3.187023881512377,0.434512940704433,126.0,0.14567747324834657,-30.81505691236724,0.0,0.09446150765617864,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.009666557345852088
VP17,0.0,0.0,0.0,150000.0,0.00093,0.04578062478120255,0.01098930821557979,-9.861314195005175,8.3,0.026393870846658247,0.5965219792493864,0.1806397948217983,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-95.02266281335736,0.2,4.640312378650963,0.6042297341823379,126.0,0.08312229106753433,-39.918054527120496,0.0,0.12517041527221373,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.008773763914317535
