,ApoA1_pl_clearance_rate_k,ApoB_pl_clearance_rate_k,Chol_ic_P_elimination_rate_k,Chol_ic_P_production_rate_k,Chol_ic_P_to_HDL_pl_rate_k,HDL_to_LDL_exchange_rate_k,HDL_to_VLDL_exchange_rate_k,LDLR_P_internalization_rate_k,LDLR_P_recycling_rate_k,LDLR_en_P_degradation_rate_k,LDLR_ic_P_production_rate_k,LDLR_ic_to_cs_P_trafficking_rate_k,LDL_LDLR_P_internalization_rate_k,LDL_LDLR_en_Kd*LDL_LDLR_en_association_rate_k,LDL_LDLR_en_association_rate_k,LDL_LDLR_pl_Kd*LDL_LDLR_pl_association_rate_k,LDL_LDLR_pl_association_rate_k,LDL_en_to_Chol_ic_P_rate_k,LDL_pl_LDLRind_P_uptake_rate_k,MAb_F*MAb_Ka,MAb_Ka*(-MAb_F + 1),MAb_PC9_2_Kd*MAb_PC9_2_association_rate_k,MAb_PC9_2_association_rate_k,MAb_PC9_2_kel,MAb_PCSK9_Kd*MAb_PCSK9_association_rate_k,MAb_PCSK9_association_rate_k,MAb_PCSK9_kel,MAb_dose,MAb_kel,PC9_LDLR_P_internalization_rate_k,PC9_LDLR_en_P_degradation_rate_k,PCSK9_LDLR_en_Kd*PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_pl_Kd*PCSK9_LDLR_pl_association_rate_k,PCSK9_LDLR_pl_association_rate_k,PCSK9_en_P_degradation_rate_k,PCSK9_pl_P_uptake_rate_k,PCSK9_pl_clearance_rate_k,SREBP_ic_P_degradation_rate_k,SREBP_ic_P_production_rate_k,SREBP_ic_to_nu_P_activation_rate_k,SREBP_nu_P_degradation_rate_k,StatinM_kel,Statin_F*Statin_Ka,Statin_Ka*(-Statin_F + 1),Statin_dose,Statin_kel,Statin_kmet,Statin_pc_to_pl_rate_k,Statin_pl_to_pc_rate_k,VLDL_pl_P_LDLRuptake_rate_k,VLDL_pl_P_uptake_rate_k,VLDL_to_LDL_conversion_rate_k
VP18,0.0,0.0,0.0,150000.0,0.00093,-0.018431612051064854,0.07520154504784721,-10.613335805592026,8.3,0.052635230810366924,0.855975426946765,0.25920792674015103,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-27.54642169749658,0.2,1.9664797755770325,0.23684251037597526,63.0,0.09513350477125715,-13.570188948546285,0.0,0.03628604946497542,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.06004023085878256
VP19,0.0,0.0,0.0,150000.0,0.00093,-0.02125871686374988,0.07802864986053222,-10.39359473063261,8.3,0.08163400410640131,1.142691958447271,0.34603191181349285,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-39.477338587017464,0.2,0.9484186044290601,0.18133253086661671,63.0,0.06311896651646662,-18.22892792445444,0.0,0.052002277335508953,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.06229736567572795
VP2,0.0,0.0,0.0,150000.0,0.00093,0.020320391334822586,0.03644954166195976,-10.29435307590819,8.3,0.07975437336318465,1.1241076824265162,0.3404041899120718,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-48.04573711887789,0.2,1.6364888269611688,0.25614896494859407,63.0,0.04012716084715795,-21.57468354165708,0.0,0.06328916375498775,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.029100983160498577
VP3,0.0,0.0,0.0,150000.0,0.00093,0.01502117781075276,0.04174875518602958,-10.396582772047584,8.3,0.10002759888856054,1.324553020083547,0.4011033861309835,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-35.32572295272747,0.2,1.356434923649291,0.2049926135753819,63.0,0.07425910425893152,-16.60782086725549,0.0,0.04653348244375346,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.03333182712989709
VP4,0.0,0.0,0.0,150000.0,0.00093,0.00975327023591896,0.04701666276086338,-10.618143620512482,8.3,0.05433323777446754,0.8727639532144333,0.2642918566636855,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-26.790105994695136,0.2,2.0514175625988473,0.24200994942636322,63.0,0.09716294628226979,-13.274865674119054,0.0,0.03528977817775103,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.037537676713632534
VP5,0.0,0.0,0.0,150000.0,0.00093,0.021956169819169,0.03481376317761334,-10.53486150029717,8.3,0.06915634522625298,1.0193229097347225,0.30867308779356784,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-30.498145703577592,0.2,1.6317038371822872,0.21640986658546998,63.0,0.08721306730737176,-14.722766893777916,0.0,0.0401742642199737,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.027794992468798026
VP6,0.0,0.0,0.0,150000.0,0.00093,-0.00814660800024044,0.06491654099702278,-10.193994149365773,8.3,0.10321038760943284,1.3560218733771525,0.41063283751748086,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-51.32640022363832,0.2,3.627469720616669,0.4243912697671284,63.0,0.03132407258152084,-22.85570437303973,0.0,0.06761067981266415,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.051828776995672204
VP7,0.0,0.0,0.0,150000.0,0.00093,0.007544860643973479,0.04922507235280887,-10.497745660368901,8.3,0.04322579868739594,0.7629425350327951,0.23103554903805085,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-39.059438859309466,0.2,1.367135622143201,0.21423058002753675,63.0,0.06424032767783093,-18.065748030777982,0.0,0.05145179094720284,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.03930085088308337
VP8,0.0,0.0,0.0,150000.0,0.00093,-0.001347795410734827,0.05811772840751716,-10.380486642645499,8.3,0.07310019982438176,1.0583165699000798,0.32048121392579254,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-42.36840417135997,0.2,1.0509830800955182,0.19610398931109568,63.0,0.0553612953664534,-19.35782020024532,0.0,0.05581058862733363,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.04640066674634428
VP9,0.0,0.0,0.0,150000.0,0.00093,0.011182981254067366,0.04558695174271498,-10.294738026338585,8.3,0.10152779882955265,1.3393857897061618,0.4055950705189414,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-43.390735723814764,0.2,1.7544957713148246,0.25524538194245616,63.0,0.052618046637272306,-19.75701633025148,0.0,0.05715727436711344,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.03639620841618786
