,ApoA1_pl_clearance_rate_k,ApoB_pl_clearance_rate_k,Chol_ic_P_elimination_rate_k,Chol_ic_P_production_rate_k,Chol_ic_P_to_HDL_pl_rate_k,HDL_to_LDL_exchange_rate_k,HDL_to_VLDL_exchange_rate_k,LDLR_P_internalization_rate_k,LDLR_P_recycling_rate_k,LDLR_en_P_degradation_rate_k,LDLR_ic_P_production_rate_k,LDLR_ic_to_cs_P_trafficking_rate_k,LDL_LDLR_P_internalization_rate_k,LDL_LDLR_en_Kd*LDL_LDLR_en_association_rate_k,LDL_LDLR_en_association_rate_k,LDL_LDLR_pl_Kd*LDL_LDLR_pl_association_rate_k,LDL_LDLR_pl_association_rate_k,LDL_en_to_Chol_ic_P_rate_k,LDL_pl_LDLRind_P_uptake_rate_k,MAb_F*MAb_Ka,MAb_Ka*(-MAb_F + 1),MAb_PC9_2_Kd*MAb_PC9_2_association_rate_k,MAb_PC9_2_association_rate_k,MAb_PC9_2_kel,MAb_PCSK9_Kd*MAb_PCSK9_association_rate_k,MAb_PCSK9_association_rate_k,MAb_PCSK9_kel,MAb_dose,MAb_kel,PC9_LDLR_P_internalization_rate_k,PC9_LDLR_en_P_degradation_rate_k,PCSK9_LDLR_en_Kd*PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_pl_Kd*PCSK9_LDLR_pl_association_rate_k,PCSK9_LDLR_pl_association_rate_k,PCSK9_en_P_degradation_rate_k,PCSK9_pl_P_uptake_rate_k,PCSK9_pl_clearance_rate_k,SREBP_ic_P_degradation_rate_k,SREBP_ic_P_production_rate_k,SREBP_ic_to_nu_P_activation_rate_k,SREBP_nu_P_degradation_rate_k,StatinM_kel,Statin_F*Statin_Ka,Statin_Ka*(-Statin_F + 1),Statin_dose,Statin_kel,Statin_kmet,Statin_pc_to_pl_rate_k,Statin_pl_to_pc_rate_k,VLDL_pl_P_LDLRuptake_rate_k,VLDL_pl_P_uptake_rate_k,VLDL_to_LDL_conversion_rate_k
VP18,0.0,0.0,0.0,150000.0,0.00093,-0.25130569428142635,0.3080756272782087,-7.964853069294572,8.3,0.11733903031329912,1.4957145213905236,0.4529348014903783,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-231.82272981111356,0.2,8.643331968269727,1.2344909153624024,252.0,0.054142191612005286,-93.33522354529197,0.0,0.3053729131648404,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.24596478399451996
VP19,0.0,0.0,0.0,150000.0,0.00093,-0.23517685388649923,0.2919467868832816,-7.921799586136286,8.3,0.08733427549151423,1.1990516541994587,0.3630988502181847,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-241.73789933192157,0.2,4.696825532406348,0.9378217298359236,252.0,0.027536560471833282,-97.2068611677027,0.0,0.31843385936092483,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.23308766424678407
VP2,0.0,0.0,0.0,150000.0,0.00093,-0.27432876951639423,0.3310987025131766,-8.214361575083691,8.3,0.06288952474115446,0.9573616324530562,0.289909868994588,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-222.8455884526843,0.2,5.896871851418847,0.9924256648784708,252.0,0.07823078749272294,-89.82986358628624,0.0,0.29354760245976086,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.26434619825013256
VP3,0.0,0.0,0.0,150000.0,0.00093,-0.24332607882875945,0.3000960118255418,-7.934853551997792,8.3,0.09261145540829122,1.2512281620260617,0.3788990285790481,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-239.54279220013234,0.2,9.405414407236815,1.3133855605567557,252.0,0.03342674828344683,-96.34972409719452,0.0,0.31554231261704185,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.23959393145900884
VP4,0.0,0.0,0.0,150000.0,0.00093,-0.2482946541272471,0.30506458712402945,-8.130108124082035,8.3,0.08584969773275342,1.1843733441416706,0.3586539395369287,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-224.90578161108118,0.2,9.21949691702717,1.2655370045111014,252.0,0.07270261783966914,-90.63431996242218,0.0,0.2962614311985327,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.24356079687075857
VP5,0.0,0.0,0.0,150000.0,0.00093,-0.24128324117977662,0.29805317417655897,-8.295400534447655,8.3,0.07856117376224525,1.112310285085715,0.3368316820930722,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-212.84702068661352,0.2,6.281788271108936,1.0011066709925154,252.0,0.10506020330410415,-85.92566093477289,0.0,0.28037679833417367,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.23796294842569612
VP6,0.0,0.0,0.0,150000.0,0.00093,-0.22785684812586499,0.2846267811226474,-8.208938812650064,8.3,0.07326671510370486,1.0599629389668668,0.3209797701915643,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-221.08850835886813,0.2,6.637406470805937,1.0483255440636527,252.0,0.08294560601011736,-89.14376564489136,0.0,0.29123305518758535,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.22724343810121134
VP7,0.0,0.0,0.0,150000.0,0.00093,-0.23998678139570878,0.2967567143924911,-8.303464786518028,8.3,0.06418808473883021,0.9702007486004213,0.2937978318647435,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-215.2351399729706,0.2,5.804224884433994,0.9678718654147913,252.0,0.09865210097986188,-86.85816465611232,0.0,0.2835225940206199,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.2369278667038374
VP8,0.0,0.0,0.0,150000.0,0.00093,-0.22637523576570967,0.283145168762492,-7.99437568601029,8.3,0.08236577132153462,1.1499270837281566,0.3482228646898542,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-236.8186466593824,0.2,6.029613300359577,1.0344882408227996,252.0,0.04073651855789695,-95.28601012413979,0.0,0.3119538799368572,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.22606053224348788
VP9,0.0,0.0,0.0,150000.0,0.00093,-0.22287764276196065,0.27964757575874305,-7.965789751536521,8.3,0.09091076887300405,1.2344131423150784,0.37380707586619316,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-237.35733422256456,0.2,5.869582796272478,1.0227647344948507,252.0,0.03929104426966168,-95.49635479166805,0.0,0.31266347640562725,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.22326808574173662
