,ApoA1_pl_clearance_rate_k,ApoB_pl_clearance_rate_k,Chol_ic_P_elimination_rate_k,Chol_ic_P_production_rate_k,Chol_ic_P_to_HDL_pl_rate_k,HDL_to_LDL_exchange_rate_k,HDL_to_VLDL_exchange_rate_k,LDLR_P_internalization_rate_k,LDLR_P_recycling_rate_k,LDLR_en_P_degradation_rate_k,LDLR_ic_P_production_rate_k,LDLR_ic_to_cs_P_trafficking_rate_k,LDL_LDLR_P_internalization_rate_k,LDL_LDLR_en_Kd*LDL_LDLR_en_association_rate_k,LDL_LDLR_en_association_rate_k,LDL_LDLR_pl_Kd*LDL_LDLR_pl_association_rate_k,LDL_LDLR_pl_association_rate_k,LDL_en_to_Chol_ic_P_rate_k,LDL_pl_LDLRind_P_uptake_rate_k,MAb_F*MAb_Ka,MAb_Ka*(-MAb_F + 1),MAb_PC9_2_Kd*MAb_PC9_2_association_rate_k,MAb_PC9_2_association_rate_k,MAb_PC9_2_kel,MAb_PCSK9_Kd*MAb_PCSK9_association_rate_k,MAb_PCSK9_association_rate_k,MAb_PCSK9_kel,MAb_dose,MAb_kel,PC9_LDLR_P_internalization_rate_k,PC9_LDLR_en_P_degradation_rate_k,PCSK9_LDLR_en_Kd*PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_pl_Kd*PCSK9_LDLR_pl_association_rate_k,PCSK9_LDLR_pl_association_rate_k,PCSK9_en_P_degradation_rate_k,PCSK9_pl_P_uptake_rate_k,PCSK9_pl_clearance_rate_k,SREBP_ic_P_degradation_rate_k,SREBP_ic_P_production_rate_k,SREBP_ic_to_nu_P_activation_rate_k,SREBP_nu_P_degradation_rate_k,StatinM_kel,Statin_F*Statin_Ka,Statin_Ka*(-Statin_F + 1),Statin_dose,Statin_kel,Statin_kmet,Statin_pc_to_pl_rate_k,Statin_pl_to_pc_rate_k,VLDL_pl_P_LDLRuptake_rate_k,VLDL_pl_P_uptake_rate_k,VLDL_to_LDL_conversion_rate_k
VP0,0.0,0.0,0.0,150000.0,0.00093,-0.22741350708195313,0.2841834400787355,-8.434940572623809,8.3,0.08380718342831912,1.1641786065598692,0.35253853494136467,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-200.24656889622895,0.2,13.125393254553131,1.525859445408402,252.0,0.13887132189677676,-81.00548452138464,0.0,0.26377861284322535,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.22688947863656594
VP1,0.0,0.0,0.0,150000.0,0.00093,-0.22335000625747498,0.2801199392542574,-8.13858221044578,8.3,0.0635363594632674,0.9637570135984951,0.2918465291313577,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-228.94617672804935,0.2,9.99631237547657,1.337370113994528,252.0,0.061860920991520185,-92.21199805571452,0.0,0.3015837187421695,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.22364521646826485
VP10,0.0,0.0,0.0,150000.0,0.00093,-0.23895313246887884,0.2957230654656612,-8.139884191152586,8.3,0.10615018529647445,1.38508822689277,0.4194347598571838,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-219.79049084248555,0.2,6.4813321142643305,1.032802705124472,252.0,0.08642861002551838,-88.63692070992293,0.0,0.2895232168527521,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.23610261078450337
VP11,0.0,0.0,0.0,150000.0,0.00093,-0.26609343951309605,0.3228633725098784,-7.80716599658486,8.3,0.11494927822001028,1.4720865760171393,0.4457797471038166,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-245.31050195282978,0.2,9.086219655226616,1.3005271478390785,252.0,0.017950103342399326,-98.6018774292002,0.0,0.32313993831537424,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.25777118553886863
VP12,0.0,0.0,0.0,150000.0,0.00093,-0.2669693195286738,0.3237392525254562,-7.988915811481953,8.3,0.05433960990233293,0.8728269556863376,0.26431093517880133,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-243.21909089187224,0.2,6.28098848631888,1.069154810142993,252.0,0.02356204080181834,-97.78523120539772,0.0,0.32038498719893216,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.25847048019174346
VP13,0.0,0.0,0.0,150000.0,0.00093,-0.2754367496596244,0.3322066826564068,-8.099116699690555,8.3,0.08328087311586321,1.1589748737764225,0.35096273177734366,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-228.00236260083312,0.2,6.015266429446546,1.0135574103504856,252.0,0.0643934818802574,-91.8434611108015,0.0,0.30034046157860755,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.2652307995378343
VP14,0.0,0.0,0.0,150000.0,0.00093,-0.24726888380999446,0.3040388168067768,-8.146503463863153,8.3,0.11716907281481713,1.4940341184310673,0.4524259390236573,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-216.90588932989016,0.2,5.683868519361545,0.9618930796945964,252.0,0.094168935964418,-87.51055250024281,0.0,0.2857234204827469,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.2427418311617861
VP15,0.0,0.0,0.0,150000.0,0.00093,-0.24962295452774153,0.30639288752452387,-8.083317366537813,8.3,0.11142665459828084,1.4372577087304625,0.43523281059620017,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-223.32651430469926,0.2,14.296432043612636,1.6722468541786188,252.0,0.07694030669986995,-90.01765368088256,0.0,0.2941811112126159,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.24462129985171135
VP16,0.0,0.0,0.0,150000.0,0.00093,-0.23349227854333693,0.2902622115401193,-8.104814511565465,8.3,0.06347285448637464,0.963129127497182,0.29165639160003765,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-231.73931935174585,0.2,6.486189625521674,1.0599918111798954,252.0,0.054366009057638776,-93.30265374687218,0.0,0.3052630391460749,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.23174271458600082
VP17,0.0,0.0,0.0,150000.0,0.00093,-0.23334982293544598,0.29011975593222833,-8.11063708725738,8.3,0.07229261756142348,1.0503318464439193,0.3180632664619881,26.496757185082508,1440.0,0.2055378959302301,720.0,0.3693739973378795,26.496757185082508,0.00033999999999999997,0.015,0.010000000000000002,0.216,0.36,0.0075,0.216,0.36,0.0025,0.0,0.00125,-229.38725605831507,0.2,4.730505395350672,0.9128455960308264,252.0,0.06067736140234958,-92.38422903229446,0.0,0.30216473890412593,0.693,7.6200018047999984,0.031101435449983318,0.693,0.5,0.14,0.86,0.0,0.1,1.25,0.33299999999999996,3.33,0.0,0.0,0.23162897932192536
