,ApoA1_pl_clearance_rate_k,ApoB_pl_clearance_rate_k,Chol_ic_P_elimination_rate_k,Chol_ic_P_production_rate_k,Chol_ic_P_to_HDL_pl_rate_k,HDL_to_LDL_exchange_rate_k,HDL_to_VLDL_exchange_rate_k,LDLR_P_internalization_rate_k,LDLR_P_recycling_rate_k,LDLR_en_P_degradation_rate_k,LDLR_ic_P_production_rate_k,LDLR_ic_to_cs_P_trafficking_rate_k,LDL_LDLR_P_internalization_rate_k,LDL_LDLR_en_Kd*LDL_LDLR_en_association_rate_k,LDL_LDLR_en_association_rate_k,LDL_LDLR_pl_Kd*LDL_LDLR_pl_association_rate_k,LDL_LDLR_pl_association_rate_k,LDL_en_to_Chol_ic_P_rate_k,LDL_pl_LDLRind_P_uptake_rate_k,MAb_F*MAb_Ka,MAb_Ka*(-MAb_F + 1),MAb_PC9_2_Kd*MAb_PC9_2_association_rate_k,MAb_PC9_2_association_rate_k,MAb_PC9_2_kel,MAb_PCSK9_Kd*MAb_PCSK9_association_rate_k,MAb_PCSK9_association_rate_k,MAb_PCSK9_kel,MAb_dose,MAb_kel,PC9_LDLR_P_internalization_rate_k,PC9_LDLR_en_P_degradation_rate_k,PCSK9_LDLR_en_Kd,PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_pl_Kd*PCSK9_LDLR_pl_association_rate_k,PCSK9_LDLR_pl_association_rate_k,PCSK9_en_P_degradation_rate_k,PCSK9_pl_P_uptake_rate_k,PCSK9_pl_clearance_rate_k,SREBP_ic_P_degradation_rate_k,SREBP_ic_P_production_rate_k,SREBP_ic_to_nu_P_activation_rate_k,SREBP_nu_P_degradation_rate_k,StatinM_kel,Statin_F*Statin_Ka,Statin_Ka*(-Statin_F + 1),Statin_dose,Statin_kel,Statin_kmet,Statin_pc_to_pl_rate_k,Statin_pl_to_pc_rate_k,VLDL_pl_P_LDLRuptake_rate_k,VLDL_pl_P_uptake_rate_k,VLDL_to_LDL_conversion_rate_k
VP18,0,0,0,150000,0.00093,-0.251305694,0.308075627,-7.964853069,8.3,0.11733903,1.495714521,0.452934801,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-231.8227298,0.2,7.0015355,1.234490915,252,0.054142192,-93.33522355,0,0.305372913,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.245964784
VP19,0,0,0,150000,0.00093,-0.235176854,0.291946787,-7.921799586,8.3,0.087334275,1.199051654,0.36309885,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-241.7378993,0.2,5.008228518,0.93782173,252,0.02753656,-97.20686117,0,0.318433859,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.233087664
VP2,0,0,0,150000,0.00093,-0.27432877,0.331098703,-8.214361575,8.3,0.062889525,0.957361632,0.289909869,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-222.8455885,0.2,5.941877624,0.992425665,252,0.078230787,-89.82986359,0,0.293547602,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.264346198
VP3,0,0,0,150000,0.00093,-0.243326079,0.300096012,-7.934853552,8.3,0.092611455,1.251228162,0.378899029,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-239.5427922,0.2,7.161198272,1.313385561,252,0.033426748,-96.3497241,0,0.315542313,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.239593931
VP4,0,0,0,150000,0.00093,-0.248294654,0.305064587,-8.130108124,8.3,0.085849698,1.184373344,0.35865394,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-224.9057816,0.2,7.285047284,1.265537005,252,0.072702618,-90.63431996,0,0.296261431,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.243560797
VP5,0,0,0,150000,0.00093,-0.241283241,0.298053174,-8.295400534,8.3,0.078561174,1.112310285,0.336831682,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-212.8470207,0.2,6.274844083,1.001106671,252,0.105060203,-85.92566093,0,0.280376798,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.237962948
VP6,0,0,0,150000,0.00093,-0.227856848,0.284626781,-8.208938813,8.3,0.073266715,1.059962939,0.32097977,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-221.0885084,0.2,6.331436364,1.048325544,252,0.082945606,-89.14376564,0,0.291233055,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.227243438
VP7,0,0,0,150000,0.00093,-0.239986781,0.296756714,-8.303464787,8.3,0.064188085,0.970200749,0.293797832,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-215.23514,0.2,5.996893899,0.967871865,252,0.098652101,-86.85816466,0,0.283522594,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.236927867
VP8,0,0,0,150000,0.00093,-0.226375236,0.283145169,-7.994375686,8.3,0.082365771,1.149927084,0.348222865,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-236.8186467,0.2,5.828595302,1.034488241,252,0.040736519,-95.28601012,0,0.31195388,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.226060532
VP9,0,0,0,150000,0.00093,-0.222877643,0.279647576,-7.965789752,8.3,0.090910769,1.234413142,0.373807076,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-237.3573342,0.2,5.73893741,1.022764734,252,0.039291044,-95.49635479,0,0.312663476,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.223268086
