,ApoA1_pl_clearance_rate_k,ApoB_pl_clearance_rate_k,Chol_ic_P_elimination_rate_k,Chol_ic_P_production_rate_k,Chol_ic_P_to_HDL_pl_rate_k,HDL_to_LDL_exchange_rate_k,HDL_to_VLDL_exchange_rate_k,LDLR_P_internalization_rate_k,LDLR_P_recycling_rate_k,LDLR_en_P_degradation_rate_k,LDLR_ic_P_production_rate_k,LDLR_ic_to_cs_P_trafficking_rate_k,LDL_LDLR_P_internalization_rate_k,LDL_LDLR_en_Kd*LDL_LDLR_en_association_rate_k,LDL_LDLR_en_association_rate_k,LDL_LDLR_pl_Kd*LDL_LDLR_pl_association_rate_k,LDL_LDLR_pl_association_rate_k,LDL_en_to_Chol_ic_P_rate_k,LDL_pl_LDLRind_P_uptake_rate_k,MAb_F*MAb_Ka,MAb_Ka*(-MAb_F + 1),MAb_PC9_2_Kd*MAb_PC9_2_association_rate_k,MAb_PC9_2_association_rate_k,MAb_PC9_2_kel,MAb_PCSK9_Kd*MAb_PCSK9_association_rate_k,MAb_PCSK9_association_rate_k,MAb_PCSK9_kel,MAb_dose,MAb_kel,PC9_LDLR_P_internalization_rate_k,PC9_LDLR_en_P_degradation_rate_k,PCSK9_LDLR_en_Kd,PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_pl_Kd*PCSK9_LDLR_pl_association_rate_k,PCSK9_LDLR_pl_association_rate_k,PCSK9_en_P_degradation_rate_k,PCSK9_pl_P_uptake_rate_k,PCSK9_pl_clearance_rate_k,SREBP_ic_P_degradation_rate_k,SREBP_ic_P_production_rate_k,SREBP_ic_to_nu_P_activation_rate_k,SREBP_nu_P_degradation_rate_k,StatinM_kel,Statin_F*Statin_Ka,Statin_Ka*(-Statin_F + 1),Statin_dose,Statin_kel,Statin_kmet,Statin_pc_to_pl_rate_k,Statin_pl_to_pc_rate_k,VLDL_pl_P_LDLRuptake_rate_k,VLDL_pl_P_uptake_rate_k,VLDL_to_LDL_conversion_rate_k
VP18,0,0,0,150000,0.00093,-0.033398829,0.090168762,-10.08921295,8.3,0.024155094,0.574386753,0.173936768,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-76.73808027,0.2,8.128918911,0.548645556,126,0.132185785,-32.77836039,0,0.1010847,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.071989921
VP19,0,0,0,150000,0.00093,-0.041417955,0.098187888,-10.16415931,8.3,0.041122304,0.742144875,0.224737567,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-66.96594121,0.2,7.520024906,0.423979949,126,0.158407619,-28.96257276,0,0.088212164,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.078392319
VP2,0,0,0,150000,0.00093,-0.049656385,0.106426318,-10.18787185,8.3,0.019294152,0.526325676,0.159382832,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-69.64892879,0.2,6.936605353,0.39218888,126,0.151208289,-30.01021553,0,0.09174638,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.084969806
VP3,0,0,0,150000,0.00093,-0.036841165,0.093611098,-9.9253439,8.3,0.047494255,0.805145599,0.243815552,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-85.27152329,0.2,7.744218756,0.554208598,126,0.109287776,-36.11046671,0,0.112325541,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.074738251
VP4,0,0,0,150000,0.00093,-0.033057718,0.089827651,-10.18326883,8.3,0.021518327,0.54831653,0.166042139,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-69.55555965,0.2,7.305657452,0.4202284,126,0.151458828,-29.9737571,0,0.091623388,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.071717581
VP5,0,0,0,150000,0.00093,-0.062935979,0.119705912,-10.05981911,8.3,0.019949779,0.532807986,0.161345816,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-80.05064099,0.2,6.90605032,0.44278059,126,0.123297105,-34.07183648,0,0.105448234,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.095572113
VP6,0,0,0,150000,0.00093,-0.027372374,0.084142307,-9.98973638,8.3,0.028888017,0.621182085,0.18810741,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-83.92172385,0.2,7.508102688,0.519625568,126,0.112909728,-35.58340217,0,0.110547492,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.067178454
VP7,0,0,0,150000,0.00093,-0.048558916,0.105328849,-10.26238391,8.3,0.043177086,0.762460903,0.2308897,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-58.44407288,0.2,8.831364485,0.51413052,126,0.181274569,-25.63498608,0,0.07698657,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.084093597
VP8,0,0,0,150000,0.00093,-0.024691607,0.08146154,-10.12794843,8.3,0.038818528,0.719366991,0.217839929,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-70.43589275,0.2,7.737398435,0.46461635,126,0.149096608,-30.31750622,0,0.092783023,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.065038154
VP9,0,0,0,150000,0.00093,-0.042065878,0.098835811,-9.684439858,8.3,0.039166013,0.722802637,0.218880317,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-106.8704367,0.2,5.604458804,0.467593733,126,0.051330852,-44.54432815,0,0.140777121,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.078909614
